airport_name,rank,capacity,latitude,longitude,year,airport_code
北京首都,1,65375095,40.084152,116.592735,2009,PEK
广州白云,2,37048712,23.392429,113.298698,2009,CAN
上海浦东,3,31921009,31.14337,121.805199,2009,PVG
上海虹桥,4,25078548,31.196099,121.339766,2009,SHA
深圳宝安,5,24486406,22.63925,113.8106,2009,SZX
成都双流,6,22637762,30.57852,103.946999,2009,CTU
昆明巫家坝,7,18944716,25.101944,102.929169,2009,KMG
西安咸阳,8,15294948,34.438157,108.764819,2009,XIY
杭州萧山,9,14944716,30.2295,120.434402,2009,HGH
重庆江北,10,14038045,29.71921,106.641602,2009,CKG
厦门高崎,11,11327870,24.544029,118.127701,2009,XMN
武汉天河,12,11303767,30.783751,114.208099,2009,WUH
长沙黄花,13,11284282,28.196667,113.220833,2009,CSX
南京禄口,14,10837222,31.742041,118.862,2009,NKG
青岛流亭,15,9660129,36.266102,120.374397,2009,TAO
大连周水子,16,9550365,38.96566,121.538597,2009,DLC
海口美兰,17,8390478,19.934851,110.4589,2009,HAK
三亚凤凰,18,7941345,18.302891,109.412201,2009,SYX
沈阳桃仙,19,7504828,41.639839,123.483398,2009,SHE
郑州新郑,20,7342427,34.519669,113.840797,2009,CGO
乌鲁木齐地窝堡,21,6575375,43.907101,87.474243,2009,URC
哈尔滨太平,22,6558796,45.623402,126.250298,2009,HRB
济南遥墙,23,5852871,36.857208,117.215897,2009,TNA
天津滨海,24,5780281,39.124352,117.3461,2009,TSN
贵阳龙洞堡,25,5687652,26.538521,106.800697,2009,KWE
福州长乐,26,5451196,25.935061,119.6632,2009,FOC
桂林两江,27,5319362,25.2181,110.039101,2009,KWL
温州永强,28,4821527,27.91222,120.851898,2009,WNZ
太原武宿,29,4632179,37.746891,112.628403,2009,TYN
南宁吴圩,30,4520212,22.608259,108.172401,2009,NNG
宁波栎社,31,4031447,29.826679,121.461899,2009,NGB
南昌昌北,32,3937897,28.865,115.900002,2009,KHN
长春龙嘉,33,3878416,43.996208,125.685303,2009,CGQ
合肥骆岗,34,3205694,31.986345,116.970474,2009,HFE
呼和浩特白塔,35,2898661,40.853503,111.826381,2009,HET
兰州中川,36,2861507,36.51524,103.620697,2009,LHW
银川河东,37,2305930,38.322769,106.393303,2009,INC
丽江三义,38,2295323,26.683332,100.25,2009,LJG
无锡硕放,39,2217932,31.492889,120.424377,2009,WUX
烟台莱山,40,2094804,37.657223,120.987221,2009,YNT
西双版纳嘎洒,41,1942323,21.972467,100.76475,2009,JHG
九寨黄龙,42,1749316,32.851353,103.685263,2009,JZH
泉州晋江,43,1655986,24.794776,118.593069,2009,JJN
北京南苑,44,1607595,39.78279877,116.3880005,2009,NAY
西宁曹家堡,46,1351759,36.525322,102.037537,2009,XNN
石家庄正定,47,1320241,38.274376,114.694427,2009,SJW
张家界荷花,49,1201976,29.101431,110.447943,2009,DYG
拉萨贡嘎,50,1121613,29.29777,90.911942,2009,LXA
包头二里半,51,1070122,40.55999,109.996902,2009,BAV
延吉朝阳川,52,808256,42.885662,129.439362,2009,YNJ
威海大水泊,53,675451,37.185852,122.234969,2009,WEH
宜昌三峡,54,657507,30.556473,111.479942,2009,YIH
榆林榆阳,55,631769,38.358264,109.599254,2009,UYN
常州奔牛,59,535198,31.91972,119.778603,2009,CZX
台州路桥,61,526738,28.559344,121.430963,2009,HYN
徐州观音,62,511469,34.052925,117.554077,2009,XUZ
运城张孝,63,506642,35.116669,111.039719,2009,YCU
北海福成,64,505440,21.53944,109.2938,2009,BHY
恩施许家坪,65,472839,30.320278,109.485001,2009,ENH
鄂尔多斯伊金霍洛,66,472656,39.495789,109.867412,2009,DSN
舟山普陀山,67,447956,29.932602,122.364994,2009,HSN
德宏芒市,69,380265,24.399322,98.532412,2009,LUM
西昌青山,70,374504,27.983669,102.186692,2009,XIC
长治王村,71,340613,36.247454,113.131759,2009,CIH
柳州白莲,72,309354,24.204142,109.398889,2009,LZH
临沂沐埠岭,73,301341,35.046112,118.411667,2009,LYI
连云港白塔埠,74,291059,34.571659,118.873596,2009,LYG
黄山屯溪,75,285179,29.730427,118.261088,2009,TXN
绵阳南郊,76,280903,31.428986,104.743592,2009,MIG
牡丹江海浪,78,260063,44.52,129.559998,2009,MDG
腾冲驼峰,79,257637,24.939379,98.482025,2009,TCZ
景德镇罗家,80,242753,29.336129,117.181706,2009,JDZ
常德桃花源,81,236263,28.91888,111.640198,2009,CGD
洛阳北郊,82,231968,34.741112,112.388298,2009,LYA
迪庆香格里拉,83,221331,27.789482,99.679921,2009,DIG
南通兴东,84,220260,32.072922,120.975601,2009,NTG
宜宾菜坝,85,211197,28.797781,104.550293,2009,YBP
泸州蓝田,88,203567,29.030001,105.470001,2009,LZO
普洱思茅,90,191090,22.79102,100.96042,2009,SYM
赣州黄金,91,189105,25.851667,114.776665,2009,KOW
攀枝花保安营,93,177234,26.534456,101.799265,2009,PZI
佳木斯东郊,95,166048,46.845709,130.470506,2009,JMU
赤峰玉龙,96,165202,42.159704,118.846745,2009,CIF
盐城南洋,97,161682,33.385555,120.125275,2009,YNZ
满洲里西郊,99,146901,49.569633,117.337784,2009,NZH
达州河市,100,144383,31.135012,107.426888,2009,DAX
保山云端,102,136203,25.055182,99.16143,2009,BSD
南阳姜营,103,134135,32.98,112.610001,2009,NNY
齐齐哈尔三家子,106,120384,47.24241,123.924645,2009,NDG
林芝米林,107,119702,29.301565,94.336061,2009,LZY
济宁曲阜,108,119332,35.29364,116.353255,2009,JNG
大庆萨尔图,114,101553,46.748684,125.139725,2009,DQA
丹东浪头,117,88601,40.025551,124.286598,2009,DDG
延安二十里堡,118,86285,36.475595,109.476005,2009,ENY
昌都邦达,123,76780,30.548892,97.111194,2009,BPX
漠河古莲,125,75263,52.918043,122.432117,2009,OHE
怀化芷江,126,72995,27.442036,109.709861,2009,HJJ
南充高坪,128,63727,30.793442,106.168002,2009,NAO
九江庐山,129,62391,29.475421,115.806015,2009,JIU
秦皇岛山海关,130,61721,39.667458,119.067308,2009,SHP
文山普者黑,132,56916,23.556375,104.328079,2009,WNH
白山长白山,133,53386,42.071926,127.609218,2009,NBS
梧州长州岛,134,46663,23.454392,111.253453,2009,WUZ
连城冠豸山,136,43460,25.673066,116.751646,2009,LCX
中卫香山,137,41647,37.573264,105.158118,2009,ZHY
铜仁凤凰,139,37363,27.882209,109.3144,2009,TEN
梅县长岗岌,141,33879,24.268999,116.103996,2009,MXZ
天水麦积山,147,23718,34.558077,105.864711,2009,THQ
布尔津喀纳斯,150,19362,48.222971,87.000724,2009,KJI
广元盘龙,152,16535,32.388634,105.699621,2009,GYS
鸡西兴凯湖,153,15641,45.296389,131.199125,2009,JXA
甘孜康定,157,11165,30.140162,101.741137,2009,KGT
伊春林都,158,10252,27.803333,114.30806,2009,LDS
玉树巴塘,160,7484,32.839466,97.037788,2009,YUS
永州零陵,161,5932,26.338661,111.610046,2009,LLF
长海大长山岛,162,5014,39.267495,122.671891,2009,CNI
佛山沙堤,163,4578,23.080913,113.075983,2009,FUO
安顺黄果树,165,491,26.25699,105.8774,2009,AVA
黔南州荔波,166,151,25.447687,107.966151,2009,LLB
珠海三灶,45,1385858,22.00666,113.376297,2009,ZUH
喀什,56,574485,39.541251,76.024599,2009,KHG
义乌,57,559652,29.344563,120.028809,2009,YIW
武夷山,58,535713,27.698972,118.004959,2009,WUS
湛江,68,396263,21.214439,110.358299,2009,ZHA
库尔勒,77,270657,41.618911,86.138043,2009,KRL
大理,86,210475,25.647097,100.320711,2009,DLU
伊宁,89,202130,43.957321,81.33329,2009,YIN
和田,92,188434,37.038007,79.868983,2009,HTN
阿克苏,94,170488,41.263252,80.293103,2009,AKU
敦煌,98,152610,40.163706,94.807859,2009,DNH
襄樊刘集,101,137335,32.150551,112.290802,2009,XFN
衢州,105,128389,28.962971,118.901832,2009,JUZ
乌海,109,115493,39.794299,106.805038,2009,WUA
临沧,110,114543,23.736707,100.02549,2009,LNJ
大同倍加皂,111,112844,40.062064,113.486564,2009,DAT
潍坊,112,106979,36.646822,119.122362,2009,WEF
井冈山,113,105766,26.853279,114.742649,2009,JGS
通辽,115,94894,43.55666,122.199699,2009,TGO
嘉峪关,116,89604,39.861578,98.341392,2009,JGN
阿勒泰,119,85172,47.751758,88.0869,2009,AAT
黑河,120,84987,50.179364,127.320183,2009,HEK
邯郸,121,82107,36.523888,114.43,2009,HDG
乌兰浩特,122,77645,46.200408,122.007318,2009,HLH
东营,124,75574,37.503772,118.79283,2009,DOY
百色田阳,127,68016,23.718051,106.964852,2009,AEB
锦州小岭子,131,57767,40.936111,121.276947,2009,JNZ
那拉提,135,43783,43.433139,83.380912,2009,NLT
格尔木,138,38479,36.401596,94.788436,2009,GOQ
昭通,140,34716,27.323463,103.757591,2009,ZAT
兴义,142,32911,25.082371,104.962212,2009,ACX
克拉玛依,143,32875,45.46725,84.956487,2009,KRY
库车,144,30472,41.679452,82.875522,2009,KCA
安庆,145,30187,30.580776,117.055412,2009,AQG
哈密,146,29104,42.843005,93.664048,2009,HMI
朝阳,148,21877,41.541983,120.44019,2009,CHG
庆阳,149,20577,35.802506,107.604593,2009,IQN
阜阳,151,17406,32.879154,115.740674,2009,FUG
塔城,154,15399,46.67251,83.346901,2009,TCG
黎平,155,15099,26.318645,109.155032,2009,HZH
汉中西关,156,11366,33.131684,107.207614,2009,HZG
且末,159,7501,38.144079,85.535451,2009,IQM
北京首都,1,73948114,40.084152,116.592735,2010,PEK
广州白云,2,40975673,23.392429,113.298698,2010,CAN
上海浦东,3,40578621,31.14337,121.805199,2010,PVG
上海虹桥,4,31298812,31.196099,121.339766,2010,SHA
深圳宝安,5,26713610,22.63925,113.8106,2010,SZX
成都双流,6,25805815,30.57852,103.946999,2010,CTU
昆明巫家坝,7,20192243,25.101944,102.929169,2010,KMG
西安咸阳,8,18010405,34.438157,108.764819,2010,XIY
杭州萧山,9,17068585,30.2295,120.434402,2010,HGH
重庆江北,10,15802334,29.71921,106.641602,2010,CKG
厦门高崎,11,13206217,24.544029,118.127701,2010,XMN
长沙黄花,12,12621333,28.196667,113.220833,2010,CSX
南京禄口,13,12530515,31.742041,118.862,2010,NKG
武汉天河,14,11646789,30.783751,114.208099,2010,WUH
青岛流亭,15,11101176,36.266102,120.374397,2010,TAO
大连周水子,16,10703640,38.96566,121.538597,2010,DLC
三亚凤凰,17,9293959,18.302891,109.412201,2010,SYX
乌鲁木齐地窝堡,18,9148329,43.907101,87.474243,2010,URC
海口美兰,19,8773771,19.934851,110.4589,2010,HAK
郑州新郑,20,8707873,34.519669,113.840797,2010,CGO
沈阳桃仙,21,8619897,41.639839,123.483398,2010,SHE
天津滨海,22,7277106,39.124352,117.3461,2010,TSN
哈尔滨太平,23,7259498,45.623402,126.250298,2010,HRB
济南遥墙,24,6898936,36.857208,117.215897,2010,TNA
福州长乐,25,6476773,25.935061,119.6632,2010,FOC
贵阳龙洞堡,26,6271701,26.538521,106.800697,2010,KWE
南宁吴圩,27,5632933,22.608259,108.172401,2010,NNG
温州永强,28,5326802,27.91222,120.851898,2010,WNZ
桂林两江,29,5259260,25.2181,110.039101,2010,KWL
太原武宿,30,5252783,37.746891,112.628403,2010,TYN
长春龙嘉,31,4749471,43.996208,125.685303,2010,CGQ
南昌昌北,32,4748980,28.865,115.900002,2010,KHN
宁波栎社,33,4517070,29.826679,121.461899,2010,NGB
合肥骆岗,34,3817051,31.986345,116.970474,2010,HFE
呼和浩特白塔,35,3663383,40.853503,111.826381,2010,HET
兰州中川,36,3603512,36.51524,103.620697,2010,LHW
银川河东,37,2939822,38.322769,106.393303,2010,INC
石家庄正定,38,2723596,38.274376,114.694427,2010,SJW
无锡硕放,39,2535277,31.492889,120.424377,2010,WUX
烟台莱山,40,2496318,37.657223,120.987221,2010,YNT
丽江三义,41,2217824,26.683332,100.25,2010,LJG
北京南苑,42,2140474,39.78279877,116.3880005,2010,NAY
泉州晋江,43,1997126,24.794776,118.593069,2010,JJN
西双版纳嘎洒,44,1887362,21.972467,100.76475,2010,JHG
珠海三灶,45,1819051,22.00666,113.376297,2010,ZUH
九寨黄龙,46,1740728,32.851353,103.685263,2010,JZH
西宁曹家堡,48,1664823,36.525322,102.037537,2010,XNN
包头二里半,49,1332132,40.55999,109.996902,2010,BAV
拉萨贡嘎,50,1296328,29.29777,90.911942,2010,LXA
张家界荷花,51,1126361,29.101431,110.447943,2010,DYG
延吉朝阳川,52,943336,42.885662,129.439362,2010,YNJ
榆林榆阳,53,905161,38.358264,109.599254,2010,UYN
威海大水泊,54,824938,37.185852,122.234969,2010,WEH
鄂尔多斯伊金霍洛,55,816737,39.495789,109.867412,2010,DSN
喀什,56,792681,39.541251,76.024599,2010,KHG
宜昌三峡,57,724121,30.556473,111.479942,2010,YIH
义乌,58,695148,29.344563,120.028809,2010,YIW
北海福成,59,694177,21.53944,109.2938,2010,BHY
徐州观音,60,658395,34.052925,117.554077,2010,XUZ
常州奔牛,61,658033,31.91972,119.778603,2010,CZX
运城张孝,62,618463,35.116669,111.039719,2010,YCU
台州路桥,63,616861,28.559344,121.430963,2010,HYN
武夷山,65,589554,27.698972,118.004959,2010,WUS
绵阳南郊,66,577236,31.428986,104.743592,2010,MIG
临沂沐埠岭,67,542759,35.046112,118.411667,2010,LYI
湛江,68,484499,21.214439,110.358299,2010,ZHA
腾冲驼峰,69,465778,24.939379,98.482025,2010,TCZ
伊宁,70,455584,43.957321,81.33329,2010,YIN
西昌青山,71,445329,27.983669,102.186692,2010,XIC
德宏芒市,72,443843,24.399322,98.532412,2010,LUM
连云港白塔埠,73,423031,34.571659,118.873596,2010,LYG
长治王村,74,390379,36.247454,113.131759,2010,CIH
大庆萨尔图,75,363404,46.748684,125.139725,2010,DQA
库尔勒,76,359137,41.618911,86.138043,2010,KRL
舟山普陀山,77,356869,29.932602,122.364994,2010,HSN
黄山屯溪,78,343033,29.730427,118.261088,2010,TXN
柳州白莲,79,321610,24.204142,109.398889,2010,LZH
赣州黄金,80,315246,25.851667,114.776665,2010,KOW
景德镇罗家,81,307889,29.336129,117.181706,2010,JDZ
恩施许家坪,82,295660,30.320278,109.485001,2010,ENH
宜宾菜坝,83,289541,28.797781,104.550293,2010,YBP
牡丹江海浪,84,288742,44.52,129.559998,2010,MDG
洛阳北郊,85,285774,34.741112,112.388298,2010,LYA
南通兴东,86,271440,32.072922,120.975601,2010,NTG
赤峰玉龙,87,270709,42.159704,118.846745,2010,CIF
常德桃花源,88,268789,28.91888,111.640198,2010,CGD
迪庆香格里拉,89,263323,27.789482,99.679921,2010,DIG
和田,90,260396,37.038007,79.868983,2010,HTN
泸州蓝田,91,246357,29.030001,105.470001,2010,LZO
济宁曲阜,93,243684,35.29364,116.353255,2010,JNG
大理,94,227072,25.647097,100.320711,2010,DLU
阿克苏,95,225393,41.263252,80.293103,2010,AKU
普洱思茅,96,219689,22.79102,100.96042,2010,SYM
敦煌,97,204242,40.163706,94.807859,2010,DNH
秦皇岛山海关,99,200976,39.667458,119.067308,2010,SHP
佳木斯东郊,100,191592,46.845709,130.470506,2010,JMU
盐城南洋,101,191336,33.385555,120.125275,2010,YNZ
南阳姜营,102,190072,32.98,112.610001,2010,NNY
井冈山,103,182412,26.853279,114.742649,2010,JGS
乌海,104,180883,39.794299,106.805038,2010,WUA
满洲里西郊,105,174187,49.569633,117.337784,2010,NZH
大同倍加皂,106,166420,40.062064,113.486564,2010,DAT
达州河市,107,164435,31.135012,107.426888,2010,DAX
阿勒泰,108,164004,47.751758,88.0869,2010,AAT
攀枝花保安营,109,162796,26.534456,101.799265,2010,PZI
襄樊刘集,110,161645,32.150551,112.290802,2010,XFN
保山云端,111,154372,25.055182,99.16143,2010,BSD
林芝米林,112,148796,29.301565,94.336061,2010,LZY
潍坊,113,141129,36.646822,119.122362,2010,WEF
嘉峪关,114,133513,39.861578,98.341392,2010,JGN
衢州,115,133498,28.962971,118.901832,2010,JUZ
怀化芷江,116,133109,27.442036,109.709861,2010,HJJ
临沧,117,126636,23.736707,100.02549,2010,LNJ
邯郸,118,126464,36.523888,114.43,2010,HDG
南充高坪,119,124570,30.793442,106.168002,2010,NAO
齐齐哈尔三家子,120,123218,47.24241,123.924645,2010,NDG
延安二十里堡,121,120121,36.475595,109.476005,2010,ENY
通辽,122,118316,43.55666,122.199699,2010,TGO
佛山沙堤,123,118192,23.080913,113.075983,2010,FUO
阜阳,124,108630,32.879154,115.740674,2010,FUG
白山长白山,125,103359,42.071926,127.609218,2010,NBS
丹东浪头,126,99822,40.025551,124.286598,2010,DDG
乌兰浩特,127,98204,46.200408,122.007318,2010,HLH
锦州小岭子,128,96355,40.936111,121.276947,2010,JNZ
黑河,129,94878,50.179364,127.320183,2010,HEK
昌都邦达,130,88842,30.548892,97.111194,2010,BPX
布尔津喀纳斯,131,82530,48.222971,87.000724,2010,KJI
九江庐山,132,81555,29.475421,115.806015,2010,JIU
玉树巴塘,133,81131,32.839466,97.037788,2010,YUS
鸡西兴凯湖,134,80955,45.296389,131.199125,2010,JXA
安庆,135,76330,30.580776,117.055412,2010,AQG
中卫香山,136,67466,37.573264,105.158118,2010,ZHY
东营,137,66545,37.503772,118.79283,2010,DOY
漠河古莲,138,65729,52.918043,122.432117,2010,OHE
百色田阳,139,60310,23.718051,106.964852,2010,AEB
文山普者黑,140,56771,23.556375,104.328079,2010,WNH
库车,141,49669,41.679452,82.875522,2010,KCA
哈密,142,49538,42.843005,93.664048,2010,HMI
梅县长岗岌,143,49372,24.268999,116.103996,2010,MXZ
广元盘龙,144,48540,32.388634,105.699621,2010,GYS
伊春林都,146,43903,27.803333,114.30806,2010,LDS
铜仁凤凰,147,42249,27.882209,109.3144,2010,TEN
梧州长州岛,148,42218,23.454392,111.253453,2010,WUZ
格尔木,149,41979,36.401596,94.788436,2010,GOQ
连城冠豸山,150,41931,25.673066,116.751646,2010,LCX
淮安涟水,151,39174,33.788792,119.131102,2010,HIA
昭通,152,37372,27.323463,103.757591,2010,ZAT
克拉玛依,153,34051,45.46725,84.956487,2010,KRY
永州零陵,154,33216,26.338661,111.610046,2010,LLF
兴义,155,31882,25.082371,104.962212,2010,ACX
那拉提,156,30275,43.433139,83.380912,2010,NLT
塔城,157,25896,46.67251,83.346901,2010,TCG
黎平,158,25784,26.318645,109.155032,2010,HZH
鞍山腾鳌,159,24607,41.106456,122.860605,2010,AOG
甘孜康定,160,21687,30.140162,101.741137,2010,KGT
庆阳,161,18700,35.802506,107.604593,2010,IQN
朝阳,162,16113,41.541983,120.44019,2010,CHG
唐山三女河,163,14895,39.720066,118.006926,2010,TVS
博乐阿拉山口,164,11798,44.898289,82.303693,2010,BPL
汉中西关,165,11651,33.131684,107.207614,2010,HZG
且末,166,8361,38.144079,85.535451,2010,IQM
天水麦积山,167,6768,34.558077,105.864711,2010,THQ
阿里昆莎,168,6434,32.099597,80.055558,2010,NGQ
固原六盘山,169,5283,36.078195,106.222016,2010,GYU
长海大长山岛,170,4645,39.267495,122.671891,2010,CNI
黔南州荔波,171,4387,25.447687,107.966151,2010,LLB
吐鲁番交河,174,1224,43.03159,89.102437,2010,TLQ
安顺黄果树,175,219,26.25699,105.8774,2010,AVA
